BIB,COD,ERG,FAN,GJAH,LUK,MYR,NUS,PKD,RAS,id,SIS,TOK,UIN,VOL,WET,KAT,XIN,Class
99,iii,www,0.0,iii,560.0,sss,0.0,xxx,,2855,0.415,t,22.58,t,5,ccc,t,y
34,iii,aaa,180.0,rrr,18027.0,eee,1800000.0,jjj,t,2856,2.04,t,33.17,t,1,ddd,t,y
17,iii,aaa,393.0,rrr,0.0,ggg,3930000.0,jjj,,2857,0.04,t,32.0,t,0,ddd,f,y
91,iii,www,29.0,iii,837.0,sss,290000.0,jjj,,2858,1.75,f,40.83,t,0,ccc,f,y
13,iii,www,260.0,iii,0.0,sss,2600000.0,xxx,f,2859,0.125,t,59.67,t,0,ddd,f,y
54,iii,aaa,52.0,rrr,1442.0,yyy,520000.0,xxx,,2860,3.165,t,42.5,t,0,ddd,f,y
127,iii,aaa,0.0,rrr,13212.0,ggg,0.0,bbb,,2861,0.0,f,28.08,t,0,ccc,f,y
60,iii,www,228.0,iii,0.0,sss,2280000.0,xxx,f,2862,0.125,t,37.75,t,0,ccc,f,y
88,iii,www,0.0,iii,0.0,ggg,0.0,xxx,,2863,8.665,f,53.92,t,5,ddd,t,y
151,iii,www,0.0,iii,15000.0,eee,0.0,ff,t,2864,15.0,f,47.67,t,20,ddd,t,y
147,uuu,www,300.0,iii,0.0,eee,3000000.0,xxx,f,2865,0.835,f,23.25,t,0,ddd,f,y
28,iii,aaa,0.0,rrr,0.0,eee,0.0,jjj,f,2866,2.585,f,22.67,t,0,ddd,f,y
85,iii,www,30.0,iii,300.0,hh,300000.0,hh,,2867,14.415,t,54.58,t,11,ddd,t,y
155,iii,www,0.0,iii,0.0,ee,0.0,jjj,,2868,7.415,t,34.25,t,0,ddd,f,y
19,iii,aaa,370.0,rrr,560.0,ee,3700000.0,xxx,,2869,2.0,t,27.58,t,3,ddd,t,y
158,iii,www,100.0,iii,960.0,lll,1000000.0,lll,,2870,0.0,f,46.0,t,0,ccc,f,y
163,iii,www,0.0,iii,99.0,ee,0.0,xxx,t,2871,4.0,f,60.92,t,4,ccc,t,y
155,iii,www,519.0,iii,1704.0,zzz,5190000.0,xxx,,2872,13.875,t,47.42,t,2,ccc,t,y
68,iii,www,93.0,iii,0.0,ooo,930000.0,jjj,,2873,4.25,t,37.33,t,12,ddd,t,y
1,rrr,,,,0.0,,,,,2874,0.0,f,25.58,f,0,ccc,f,y
174,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,2875,1.585,f,20.42,t,1,ccc,t,y
69,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,2876,7.375,t,44.17,t,3,ccc,t,y
127,iii,www,0.0,iii,134.0,ttt,0.0,ppp,,2877,5.375,t,34.75,t,9,ddd,t,y
91,uuu,aaa,40.0,rrr,0.0,eee,400000.0,xxx,,2878,2.5,f,20.5,t,0,ddd,f,y
145,uuu,www,0.0,iii,0.0,eee,0.0,lll,,2879,2.25,t,22.67,f,0,ddd,f,y
175,iii,www,128.0,iii,0.0,eee,1280000.0,jjj,,2880,2.165,t,22.08,f,0,ddd,f,y
51,uuu,www,0.0,iii,0.0,sss,0.0,xxx,,2881,4.58,f,42.83,t,0,ddd,f,y
83,iii,aaa,80.0,rrr,500.0,eee,800000.0,xxx,t,2882,1.0,t,18.92,t,4,ccc,t,y
155,iii,www,100.0,iii,6.0,sss,1000000.0,xxx,,2883,0.165,f,20.67,t,3,ccc,t,y
160,iii,www,440.0,iii,11177.0,ee,4400000.0,xxx,f,2884,0.04,f,32.33,t,0,ccc,f,y
127,iii,www,0.0,iii,2283.0,eee,0.0,jjj,,2885,5.335,f,28.92,t,11,ddd,t,y
127,iii,www,0.0,iii,2200.0,eee,0.0,xxx,,2886,5.5,f,52.83,t,14,ccc,t,y
18,iii,www,220.0,iii,2503.0,sss,2200000.0,xxx,,2887,2.085,f,20.67,t,5,ccc,t,y
163,iii,www,0.0,iii,367.0,eee,0.0,ff,,2888,2.5,f,36.25,t,6,ddd,t,y
91,iii,www,50.0,iii,1465.0,eee,500000.0,jjj,,2889,1.0,f,20.33,t,4,ccc,t,y
171,iii,www,349.0,iii,23.0,eee,3490000.0,ff,f,2890,0.25,f,25.75,t,0,ddd,f,y
154,iii,www,80.0,iii,0.0,sss,800000.0,xxx,t,2891,0.585,f,28.17,t,4,ccc,t,y
166,iii,www,100.0,iii,0.0,eee,1000000.0,xxx,,2892,0.165,f,23.92,f,0,ddd,f,y
114,iii,www,24.0,iii,2028.0,mmm,240000.0,jjj,,2893,8.0,t,56.0,t,0,ddd,f,y
95,iii,www,49.0,iii,0.0,sss,490000.0,xxx,t,2894,0.71,t,20.75,t,2,ccc,t,y
68,iii,www,0.0,iii,3065.0,eee,0.0,ff,t,2895,4.0,t,30.5,t,7,ccc,t,y
98,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,2896,5.0,t,45.83,t,7,ccc,t,y
163,iii,www,0.0,iii,0.0,ee,0.0,xxx,t,2897,3.5,t,39.0,t,10,ddd,t,y
101,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,,2898,0.665,f,22.08,t,0,ddd,f,y
57,iii,www,420.0,iii,7.0,zzz,4200000.0,xxx,,2899,4.75,f,28.25,t,2,ddd,t,y
47,iii,aaa,240.0,rrr,0.0,eee,2400000.0,jjj,f,2900,3.0,f,18.83,t,0,ccc,f,y
2,iii,www,300.0,iii,1430.0,eee,3000000.0,xxx,,2901,2.5,t,28.67,t,5,ccc,t,y
79,iii,aaa,164.0,rrr,0.0,zzz,1640000.0,xxx,f,2902,2.46,f,22.5,f,0,ccc,f,y
98,iii,www,0.0,iii,0.0,zzz,0.0,xxx,f,2903,6.5,f,,t,0,ddd,f,y
34,iii,aaa,70.0,rrr,0.0,zzz,700000.0,jjj,,2904,2.54,f,28.5,t,1,ccc,t,y
86,iii,www,120.0,iii,2206.0,yyy,1200000.0,xxx,,2905,1.5,f,19.17,t,0,ddd,f,y
168,iii,www,80.0,iii,918.0,ee,800000.0,xxx,t,2906,2.5,f,21.5,t,3,ccc,t,y
139,rrr,nnn,450.0,ii,100000.0,hh,4500000.0,qqq,f,2907,0.0,t,17.5,f,0,ddd,f,y
30,iii,aaa,211.0,rrr,0.0,ee,2110000.0,xxx,,2908,5.25,f,26.67,t,1,ddd,t,y
46,iii,www,274.0,iii,610.0,kkk,2740000.0,ff,t,2909,3.25,f,34.42,t,2,ddd,t,y
132,iii,www,0.0,iii,0.0,hh,0.0,hh,f,2910,0.0,t,73.42,t,0,ddd,f,y
109,iii,www,300.0,iii,551.0,zzz,3000000.0,jjj,,2911,0.5,t,23.0,t,2,ccc,t,y
27,iii,www,60.0,iii,2184.0,eee,600000.0,xxx,,2912,1.085,t,23.08,t,11,ddd,t,y
68,iii,www,80.0,iii,2954.0,yyy,800000.0,jjj,t,2913,1.46,f,19.42,t,7,ddd,t,y
108,iii,aaa,160.0,rrr,300.0,yyy,1600000.0,xxx,,2914,0.835,t,23.33,t,0,ddd,f,y
55,iii,www,92.0,iii,0.0,sss,920000.0,jjj,,2915,12.75,t,42.17,t,0,ddd,f,y
12,iii,www,150.0,iii,8.0,yyy,1500000.0,xxx,,2916,1.5,f,21.25,f,0,ddd,f,y
58,iii,www,290.0,iii,6.0,yyy,2900000.0,xxx,,2917,0.085,t,34.17,f,0,ddd,f,y
177,iii,www,0.0,iii,1260.0,eee,0.0,xxx,t,2918,7.875,t,47.75,t,6,ccc,t,y
1,iii,www,0.0,iii,0.0,eee,0.0,xxx,,2919,2.5,f,44.33,t,0,ccc,f,y
46,iii,www,117.0,iii,1210.0,eee,1170000.0,ff,t,2920,6.5,f,39.5,t,16,ddd,t,y
68,iii,www,145.0,iii,0.0,sss,1450000.0,xxx,,2921,0.5,t,41.17,t,3,ccc,t,y
18,iii,www,260.0,iii,200.0,eee,2600000.0,jjj,f,2922,4.335,f,29.92,t,0,ddd,f,y
1,rrr,,,,0.0,,,,f,2923,0.0,f,23.17,f,0,ddd,f,y
27,iii,www,150.0,iii,1270.0,mmm,1500000.0,xxx,t,2924,4.5,f,35.17,t,7,ddd,t,y
81,iii,www,96.0,iii,0.0,ee,960000.0,jjj,,2925,0.75,f,19.17,t,7,ccc,t,y
68,iii,www,0.0,iii,11202.0,mmm,0.0,xxx,t,2926,6.29,f,52.5,t,15,ddd,t,y
67,iii,www,200.0,iii,300.0,sss,2000000.0,xxx,t,2927,0.04,f,39.92,t,1,ddd,t,y
98,iii,www,0.0,iii,0.0,eee,0.0,xxx,,2928,3.0,t,21.33,t,0,ddd,f,y
178,iii,www,0.0,iii,1583.0,ee,0.0,xxx,t,2929,0.75,f,35.75,t,4,ccc,t,y
60,iii,www,0.0,iii,0.0,ggg,0.0,bbb,t,2930,13.0,t,67.75,t,1,ddd,t,y
179,iii,aaa,154.0,rrr,0.0,yyy,1540000.0,jjj,f,2931,5.25,t,32.67,t,0,ddd,f,y
75,iii,www,0.0,iii,5000.0,kkk,0.0,ff,t,2932,7.585,t,49.5,t,15,ddd,t,y
155,iii,aaa,160.0,rrr,1.0,fff,1600000.0,xxx,t,2933,1.085,t,21.0,t,8,ddd,t,y
176,iii,www,396.0,iii,0.0,ooo,3960000.0,xxx,t,2934,0.96,t,28.25,t,3,ddd,t,y
13,iii,www,520.0,iii,50000.0,ee,5200000.0,xxx,,2935,1.54,t,34.17,t,1,ddd,t,y
48,iii,www,311.0,iii,300.0,ee,3110000.0,jjj,,2936,6.04,f,31.92,t,3,ddd,t,y
157,iii,www,380.0,iii,500.0,mmm,3800000.0,xxx,,2937,0.54,f,29.5,t,4,ccc,t,y
1,iii,www,0.0,iii,0.0,ee,0.0,xxx,f,2938,0.085,f,23.17,t,0,ddd,f,y
154,uuu,nnn,300.0,ii,0.0,ee,3000000.0,hh,f,2939,10.0,t,18.08,f,0,ccc,f,y
155,iii,www,0.0,iii,500.0,sss,0.0,jjj,,2940,1.835,f,24.75,t,19,ccc,t,y
155,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,f,2941,0.04,f,20.83,t,0,ccc,f,y
152,iii,www,181.0,iii,0.0,mmm,1810000.0,jjj,,2942,4.165,t,28.0,t,2,ddd,t,y
18,iii,www,100.0,iii,150.0,eee,1000000.0,xxx,,2943,2.25,f,20.42,t,1,ddd,t,y
84,iii,www,381.0,iii,168.0,sss,3810000.0,jjj,t,2944,5.665,f,28.67,t,6,ddd,t,y
160,iii,aaa,840.0,rrr,59.0,zzz,8400000.0,xxx,t,2945,0.04,t,21.92,t,1,ddd,t,y
155,iii,www,80.0,iii,0.0,sss,800000.0,jjj,,2946,6.0,f,43.25,t,11,ddd,t,y
173,iii,www,200.0,iii,1391.0,eee,2000000.0,xxx,,2947,1.625,f,20.42,t,3,ddd,t,y
148,iii,www,400.0,iii,0.0,kkk,4000000.0,jjj,,2948,5.125,f,42.0,t,0,ddd,f,y
172,iii,aaa,80.0,rrr,400.0,sss,800000.0,xxx,,2949,1.5,t,23.42,t,2,ccc,t,y
33,iii,www,360.0,iii,0.0,zzz,3600000.0,jjj,,2950,0.875,f,25.17,t,0,ccc,f,y
31,iii,www,,iii,600.0,eee,,xxx,,2951,2.25,f,24.83,t,6,ddd,t,y
116,iii,www,73.0,iii,444.0,eee,730000.0,ff,,2952,4.75,f,24.5,t,2,,t,y
5,iii,aaa,431.0,rrr,0.0,fff,4310000.0,xxx,,2953,1.5,t,37.5,f,0,ddd,f,y
144,iii,aaa,232.0,rrr,113.0,eee,2320000.0,xxx,f,2954,1.5,t,36.75,f,0,ddd,f,y
55,iii,aaa,144.0,rrr,7.0,eee,1440000.0,ff,t,2955,1.5,t,28.25,t,8,ddd,t,y
12,iii,www,0.0,iii,0.0,ee,0.0,jjj,t,2956,5.5,t,32.75,t,3,ddd,t,y
101,iii,www,0.0,iii,3000.0,zzz,0.0,jjj,,2957,1.0,f,17.83,t,11,ccc,t,y
24,iii,www,140.0,iii,2384.0,sss,1400000.0,jjj,t,2958,2.29,t,22.83,t,7,ccc,t,y
158,iii,aaa,120.0,rrr,1000.0,yyy,1200000.0,xxx,,2959,1.75,t,13.75,t,2,ddd,t,y
19,iii,aaa,455.0,rrr,1236.0,sss,4550000.0,jjj,,2960,0.125,t,41.0,t,23,ccc,t,y
106,iii,www,290.0,iii,284.0,yyy,2900000.0,jjj,,2961,2.125,t,23.08,t,11,ddd,t,y
61,uuu,www,120.0,iii,0.0,yyy,1200000.0,xxx,,2962,1.71,f,20.17,t,0,ddd,f,y
115,iii,www,156.0,iii,0.0,ee,1560000.0,xxx,,2963,2.29,t,50.08,t,3,ccc,t,y
171,iii,www,312.0,iii,150.0,eee,3120000.0,jjj,t,2964,4.25,t,27.0,t,3,ddd,t,y
93,iii,www,520.0,iii,196.0,zzz,5200000.0,xxx,t,2965,2.5,f,38.17,t,6,ddd,t,y
12,iii,aaa,260.0,rrr,1065.0,yyy,2600000.0,xxx,,2966,0.375,t,27.0,t,0,ddd,f,y
43,iii,www,320.0,iii,0.0,ee,3200000.0,jjj,t,2967,7.0,f,41.17,t,8,ddd,t,y
123,iii,www,0.0,iii,1400.0,hh,0.0,hh,,2968,0.0,t,65.17,t,11,ccc,t,y
1,rrr,,,,0.0,,,,,2969,0.0,f,37.58,f,0,ddd,f,y
12,iii,www,0.0,iii,582.0,sss,0.0,xxx,,2970,2.375,t,23.25,t,3,ddd,t,y
101,iii,www,121.0,iii,0.0,zzz,1210000.0,xxx,,2971,0.29,f,21.83,t,6,ddd,t,y
147,iii,www,280.0,iii,0.0,sss,2800000.0,xxx,,2972,1.75,t,26.0,t,0,ddd,f,y
175,iii,www,303.0,iii,3290.0,zzz,3030000.0,xxx,t,2973,1.335,t,31.67,t,8,ddd,t,y
120,iii,www,0.0,iii,0.0,mmm,0.0,jjj,,2974,8.5,t,49.83,t,0,ccc,f,y
177,iii,www,375.0,iii,51100.0,ggg,3750000.0,ff,t,2975,6.5,f,47.42,t,6,ccc,t,y
91,iii,www,0.0,iii,1249.0,kkk,0.0,ff,,2976,0.0,f,51.33,t,11,ddd,t,y
179,iii,www,88.0,iii,591.0,ee,880000.0,xxx,,2977,0.75,f,18.92,t,2,ccc,t,y
40,uuu,www,280.0,iii,0.0,yyy,2800000.0,xxx,f,2978,0.835,f,28.42,t,0,ccc,f,y
112,iii,www,200.0,iii,0.0,ooo,2000000.0,xxx,,2979,1.25,t,56.75,t,4,ddd,t,y
138,iii,www,0.0,iii,6700.0,kkk,0.0,ff,,2980,10.0,f,58.42,t,13,ccc,t,y
110,uuu,www,110.0,iii,0.0,ooo,1100000.0,xxx,f,2981,16.0,f,48.33,t,0,ddd,f,y
147,iii,www,340.0,iii,4071.0,zzz,3400000.0,xxx,,2982,0.75,t,33.17,t,7,ddd,t,y
62,iii,www,129.0,iii,3257.0,sss,1290000.0,xxx,t,2983,2.585,f,22.42,t,7,ccc,t,y
87,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,,2984,0.085,f,18.83,t,0,ccc,f,y
148,iii,aaa,380.0,rrr,2732.0,mmm,3800000.0,xxx,,2985,0.25,f,48.58,t,11,ddd,t,y
5,iii,www,0.0,iii,5298.0,zzz,0.0,jjj,f,2986,1.25,f,26.75,t,0,ddd,f,y
137,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,t,2987,17.5,t,64.08,t,9,ddd,t,y
83,iii,www,40.0,iii,28.0,eee,400000.0,xxx,,2988,1.665,t,20.17,t,3,ddd,t,y
114,iii,www,140.0,iii,258.0,ee,1400000.0,xxx,,2989,1.21,t,25.67,t,67,ddd,t,y
98,iii,www,100.0,iii,0.0,sss,1000000.0,jjj,,2990,1.335,f,22.67,t,0,ddd,f,y
136,iii,www,0.0,iii,5000.0,eee,0.0,xxx,t,2991,7.0,f,31.33,t,16,ddd,t,y
143,iii,aaa,0.0,rrr,15.0,eee,0.0,xxx,t,2992,28.5,f,56.42,t,40,ddd,t,y
114,iii,www,120.0,iii,567.0,ee,1200000.0,xxx,,2993,1.5,t,24.75,t,12,ccc,t,y
164,iii,www,0.0,iii,678.0,sss,0.0,jjj,,2994,1.25,f,24.08,t,1,ccc,t,y
163,iii,www,70.0,iii,0.0,yyy,700000.0,xxx,f,2995,11.0,t,28.33,t,0,ddd,f,y
119,iii,www,0.0,iii,5000.0,sss,0.0,jjj,,2996,5.0,f,26.92,t,2,ccc,t,y
122,iii,www,487.0,iii,500.0,yyy,4870000.0,xxx,,2997,5.75,t,27.67,t,0,ddd,f,y
149,iii,www,280.0,iii,0.0,mmm,2800000.0,xxx,f,2998,0.085,t,38.67,t,0,ddd,f,y
11,iii,www,120.0,iii,2079.0,yyy,1200000.0,xxx,,2999,1.085,f,32.17,t,16,ccc,t,y
60,iii,www,408.0,iii,1000.0,sss,4080000.0,jjj,t,3000,5.5,t,32.67,t,12,ddd,t,y
80,iii,www,181.0,iii,1655.0,eee,1810000.0,jjj,t,3001,12.5,f,48.75,t,9,ddd,t,y
53,iii,aaa,80.0,rrr,300.0,yyy,800000.0,xxx,,3002,2.25,t,21.0,t,1,ddd,t,y
76,iii,www,0.0,iii,790.0,yyy,0.0,jjj,,3003,15.5,f,48.17,t,12,ddd,t,y
65,iii,www,399.0,iii,0.0,ee,3990000.0,jjj,t,3004,10.0,t,39.33,t,14,ddd,t,y
28,iii,aaa,370.0,rrr,0.0,ee,3700000.0,xxx,,3005,0.25,t,25.08,t,0,ccc,f,y
158,iii,www,160.0,iii,0.0,eee,1600000.0,ff,,3006,0.25,t,23.25,t,0,ddd,f,y
110,iii,www,220.0,iii,19.0,eee,2200000.0,xxx,,3007,2.0,f,30.67,t,1,ccc,t,y
1,uuu,aaa,500.0,rrr,1.0,ooo,5000000.0,ff,,3008,0.0,t,19.17,f,0,ddd,f,y
144,iii,www,240.0,iii,768.0,sss,2400000.0,xxx,t,3009,1.0,f,20.08,f,1,,t,y
37,iii,www,102.0,iii,639.0,sss,1020000.0,jjj,,3010,9.0,t,36.67,t,0,ddd,f,y
103,iii,www,100.0,iii,0.0,zzz,1000000.0,jjj,t,3011,0.46,f,23.17,t,1,ddd,t,y
161,iii,www,100.0,iii,0.0,eee,1000000.0,jjj,t,3012,1.5,f,15.83,t,2,ccc,t,y
171,iii,www,352.0,iii,690.0,eee,3520000.0,xxx,t,3013,1.75,t,16.08,t,5,ddd,t,y
118,iii,www,0.0,iii,0.0,kkk,0.0,ff,t,3014,5.165,t,47.0,t,9,ccc,t,y
1,rrr,,,,0.0,,,,,3015,0.0,f,71.58,f,0,ccc,f,y
25,uuu,www,80.0,iii,0.0,kkk,800000.0,ff,,3016,0.5,f,21.25,t,4,ccc,t,y
101,iii,www,22.0,iii,0.0,ggg,220000.0,bbb,,3017,20.0,t,65.42,t,7,ddd,t,y
26,iii,www,200.0,iii,3000.0,eee,2000000.0,xxx,,3018,2.0,t,20.5,t,11,ddd,t,y
106,iii,www,0.0,iii,8851.0,hh,0.0,hh,,3019,5.0,f,55.92,t,5,ddd,t,y
27,iii,www,239.0,iii,200.0,yyy,2390000.0,xxx,f,3020,0.0,t,34.92,t,0,ddd,f,y
134,iii,www,0.0,iii,0.0,fff,0.0,ff,t,3021,15.0,t,56.58,t,17,ddd,t,y
168,iii,www,0.0,iii,0.0,eee,0.0,xxx,,3022,1.0,f,25.17,t,3,ddd,t,y
16,iii,www,395.0,iii,20.0,zzz,3950000.0,xxx,,3023,1.665,t,25.08,t,1,ddd,t,y
71,iii,www,360.0,iii,1332.0,ooo,3600000.0,xxx,,3024,14.0,t,57.83,t,6,ddd,t,y
163,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,,3025,7.5,t,34.92,t,6,ddd,t,y
31,iii,www,204.0,iii,0.0,ooo,2040000.0,xxx,,3026,4.25,f,33.58,t,6,ddd,t,y
107,iii,www,80.0,iii,1349.0,ee,800000.0,xxx,,3027,0.04,f,22.92,t,0,ccc,f,y
164,iii,www,280.0,iii,824.0,sss,2800000.0,jjj,,3028,1.5,f,24.5,t,0,ccc,f,y
90,iii,www,0.0,iii,0.0,ggg,0.0,ff,,3029,0.0,f,20.25,t,0,ddd,f,y
152,iii,www,120.0,iii,300.0,kkk,1200000.0,xxx,,3030,1.5,f,18.5,t,2,ddd,t,y
40,iii,www,0.0,iii,7059.0,ee,0.0,xxx,t,3031,0.625,f,25.17,t,7,ddd,t,y
164,iii,www,320.0,iii,0.0,kkk,3200000.0,jjj,,3032,5.0,t,44.33,t,0,ddd,f,y
60,iii,www,80.0,iii,0.0,mmm,800000.0,xxx,,3033,0.5,f,18.08,t,0,ddd,f,y
131,iii,www,21.0,iii,10561.0,sss,210000.0,xxx,,3034,11.0,t,60.58,t,0,ccc,f,y
13,iii,www,216.0,iii,0.0,kkk,2160000.0,ff,,3035,3.5,f,41.5,f,0,ddd,f,y
164,iii,www,491.0,iii,0.0,eee,4910000.0,jjj,,3036,0.875,t,25.75,t,0,ccc,f,y
126,iii,www,168.0,iii,0.0,ee,1680000.0,xxx,t,3037,5.04,t,29.25,t,5,ddd,t,y
147,iii,www,0.0,iii,456.0,eee,0.0,xxx,t,3038,2.0,f,36.0,t,11,ccc,t,y
130,iii,www,250.0,iii,730.0,fff,2500000.0,xxx,t,3039,3.0,f,31.67,t,9,ddd,t,y
124,iii,www,0.0,iii,1000.0,hh,0.0,hh,t,3040,18.0,t,60.08,t,15,ddd,t,y
101,iii,www,80.0,iii,278.0,yyy,800000.0,xxx,,3041,2.0,f,22.33,t,1,ddd,t,y
68,iii,www,0.0,iii,500.0,ee,0.0,ff,,3042,3.5,f,40.0,t,1,ddd,t,y
140,iii,www,515.0,iii,500.0,zzz,5150000.0,jjj,,3043,1.625,t,35.17,t,1,ddd,t,y
1,iii,www,0.0,iii,0.0,eee,0.0,ff,,3044,15.0,f,41.33,t,0,ddd,f,y
97,iii,www,80.0,iii,50.0,ee,800000.0,jjj,t,3045,0.335,t,20.75,t,1,ccc,t,y
158,iii,www,360.0,iii,0.0,ooo,3600000.0,xxx,,3046,2.5,t,32.08,t,0,ddd,f,y
158,iii,www,290.0,iii,2279.0,zzz,2900000.0,xxx,t,3047,5.0,t,,t,3,ddd,t,y
12,iii,www,200.0,iii,327.0,fff,2000000.0,jjj,t,3048,1.875,f,23.92,t,6,ddd,t,y
65,iii,www,120.0,iii,245.0,sss,1200000.0,xxx,,3049,3.17,f,23.25,t,10,ccc,t,y
157,iii,www,440.0,iii,6.0,ee,4400000.0,jjj,,3050,0.415,t,46.67,t,11,ccc,t,y
113,iii,www,400.0,iii,458.0,ee,4000000.0,jjj,t,3051,3.5,f,25.0,t,6,ccc,t,y
154,iii,www,260.0,iii,15108.0,ooo,2600000.0,xxx,t,3052,0.25,f,25.5,t,3,ddd,t,y
74,iii,www,,iii,26726.0,sss,,xxx,t,3053,2.71,f,18.75,t,5,ccc,t,y
179,iii,www,120.0,iii,0.0,sss,1200000.0,xxx,t,3054,8.5,t,23.5,t,5,ccc,t,y
82,iii,www,0.0,iii,221.0,eee,0.0,xxx,,3055,4.5,t,34.17,t,12,ddd,t,y
13,iii,www,100.0,iii,3.0,yyy,1000000.0,xxx,,3056,3.75,t,27.83,t,5,ddd,t,y
57,iii,www,0.0,iii,4000.0,ggg,0.0,xxx,f,3057,5.0,t,36.75,t,0,ccc,f,y
171,iii,www,333.0,iii,892.0,sss,3330000.0,jjj,,3058,2.75,f,47.25,t,1,ccc,t,y
154,iii,www,300.0,iii,44.0,ee,3000000.0,xxx,,3059,0.375,f,33.67,f,0,ccc,f,y
80,iii,www,88.0,iii,2000.0,ee,880000.0,jjj,t,3060,14.0,t,45.0,t,1,ddd,t,y
2,iii,www,164.0,iii,31285.0,ttt,1640000.0,jjj,,3061,6.5,t,33.17,t,0,ddd,f,y
176,iii,www,160.0,iii,5860.0,zzz,1600000.0,jjj,f,3062,1.04,t,25.0,t,0,ccc,f,y
17,iii,aaa,160.0,rrr,5777.0,eee,1600000.0,xxx,,3063,1.0,t,26.67,t,5,ddd,t,y
46,iii,www,225.0,iii,0.0,ooo,2250000.0,xxx,,3064,0.125,t,48.5,t,0,ddd,f,y
19,iii,www,400.0,iii,5800.0,yyy,4000000.0,xxx,,3065,0.04,t,37.42,t,0,ddd,f,y
145,iii,www,200.0,iii,40.0,sss,2000000.0,ppp,f,3066,0.21,f,18.0,f,0,ddd,f,y
129,iii,www,0.0,iii,247.0,lll,0.0,hh,t,3067,0.0,f,56.5,t,15,ccc,t,y
164,iii,www,312.0,iii,0.0,eee,3120000.0,xxx,t,3068,1.46,t,25.75,t,5,ddd,t,y
99,iii,www,0.0,iii,560.0,sss,0.0,xxx,,3069,0.415,t,22.58,t,5,ccc,t,y
34,iii,aaa,180.0,rrr,18027.0,eee,1800000.0,jjj,t,3070,2.04,t,33.17,t,1,ddd,t,y
17,iii,aaa,393.0,rrr,0.0,ggg,3930000.0,jjj,,3071,0.04,t,32.0,t,0,ddd,f,y
91,iii,www,29.0,iii,837.0,sss,290000.0,jjj,,3072,1.75,f,40.83,t,0,ccc,f,y
13,iii,www,260.0,iii,0.0,sss,2600000.0,xxx,f,3073,0.125,t,59.67,t,0,ddd,f,y
54,iii,aaa,52.0,rrr,1442.0,yyy,520000.0,xxx,,3074,3.165,t,42.5,t,0,ddd,f,y
127,iii,aaa,0.0,rrr,13212.0,ggg,0.0,bbb,,3075,0.0,f,28.08,t,0,ccc,f,y
60,iii,www,228.0,iii,0.0,sss,2280000.0,xxx,f,3076,0.125,t,37.75,t,0,ccc,f,y
88,iii,www,0.0,iii,0.0,ggg,0.0,xxx,,3077,8.665,f,53.92,t,5,ddd,t,y
151,iii,www,0.0,iii,15000.0,eee,0.0,ff,t,3078,15.0,f,47.67,t,20,ddd,t,y
147,uuu,www,300.0,iii,0.0,eee,3000000.0,xxx,f,3079,0.835,f,23.25,t,0,ddd,f,y
28,iii,aaa,0.0,rrr,0.0,eee,0.0,jjj,f,3080,2.585,f,22.67,t,0,ddd,f,y
85,iii,www,30.0,iii,300.0,hh,300000.0,hh,,3081,14.415,t,54.58,t,11,ddd,t,y
155,iii,www,0.0,iii,0.0,ee,0.0,jjj,,3082,7.415,t,34.25,t,0,ddd,f,y
19,iii,aaa,370.0,rrr,560.0,ee,3700000.0,xxx,,3083,2.0,t,27.58,t,3,ddd,t,y
158,iii,www,100.0,iii,960.0,lll,1000000.0,lll,,3084,0.0,f,46.0,t,0,ccc,f,y
163,iii,www,0.0,iii,99.0,ee,0.0,xxx,t,3085,4.0,f,60.92,t,4,ccc,t,y
155,iii,www,519.0,iii,1704.0,zzz,5190000.0,xxx,,3086,13.875,t,47.42,t,2,ccc,t,y
68,iii,www,93.0,iii,0.0,ooo,930000.0,jjj,,3087,4.25,t,37.33,t,12,ddd,t,y
1,rrr,,,,0.0,,,,,3088,0.0,f,25.58,f,0,ccc,f,y
174,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,3089,1.585,f,20.42,t,1,ccc,t,y
69,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,3090,7.375,t,44.17,t,3,ccc,t,y
127,iii,www,0.0,iii,134.0,ttt,0.0,ppp,,3091,5.375,t,34.75,t,9,ddd,t,y
91,uuu,aaa,40.0,rrr,0.0,eee,400000.0,xxx,,3092,2.5,f,20.5,t,0,ddd,f,y
145,uuu,www,0.0,iii,0.0,eee,0.0,lll,,3093,2.25,t,22.67,f,0,ddd,f,y
175,iii,www,128.0,iii,0.0,eee,1280000.0,jjj,,3094,2.165,t,22.08,f,0,ddd,f,y
51,uuu,www,0.0,iii,0.0,sss,0.0,xxx,,3095,4.58,f,42.83,t,0,ddd,f,y
83,iii,aaa,80.0,rrr,500.0,eee,800000.0,xxx,t,3096,1.0,t,18.92,t,4,ccc,t,y
155,iii,www,100.0,iii,6.0,sss,1000000.0,xxx,,3097,0.165,f,20.67,t,3,ccc,t,y
